speaker,text,date,candidate,year,type
REGAN,"thank you very much, governor huckabee. senator santorum, 40% of babies born today are born to single moms. that's twice as high as reported back in 1980, and it's 11 times as high as in 1940. studies show that children are always better off economically, most often — and emotionally, with two parents in a household. from a policy perspective, should the government be doing anything to encourage family formation?",1/14/2016,0,2016,Republican
SANTORUM,"you know, we've had this debate about the economy, and we haven't talked the one issue now increasingly even the right, and even the are coming to agreement. i've run around doing 300 town hall meetings talking about a book written by a liberal harvard sociologist, not a normal thing for me to be talking about, but i now name robert putnam who wrote a book called, ""our kids"". and, he wrote this book, i think, ostensibly to support the democratic argument that the middle of america's hollowing out, and income gap is widening, and rich are getting richer. when he studied all the information as to what was going on, he realized that the biggest reason that we're seeing the hollowing out of the middle of america is the breakdown of the american family. the reality is that if you're a single parent — a child of a single parent, and you grew up in a single parent family neighborhood, you went to that single parent family school, the chance of you ever, ever reaching the top 20% of income earners is 3% in america. at least — i don't know about you, but that's not good enough. and, we have been too politically correct in this country because we don't want to offend anybody to fight for the lives of our children. [applause] you want — you want to be shocked? you read the first few chapters of mr. — dr. putnam' book. he talks about port clinton, ohio and growing up there in the 1950's, and how poor kids actually survived and did well, even though they were poor and disadvantaged. but, then he goes to the towns today and these kids are failing, and failing miserably. they don't even have a shot, and we won't even have the courage to have leadership at the federal level — not with legislation, but the most powerful tool a president have, the bully pulpit to encourage each and everyone of you, churches and businesses, and educators, and community leaders to let's have a national campaign to rebuild the american family, and give every child its birthright which is a mom and a dad who loves them. that will change this economy. [cheering and applause]",1/14/2016,1,2016,Republican
REGAN,thank you.,1/14/2016,0,2016,Republican
SMITH,"thank you, senator. we're not finished yet. more republican presidential debate in north charleston after this. [commercial break] welcome back, it's time for the closing statements. candidates will each get one minute, starting with senator santorum. thank you very much, i want to thank the people of charleston, which has become a little bit of a second home to me, because i am very privileged to have two young men who go to the citadel here and they're here tonight, my son john and my son daniel. [applause]",1/14/2016,0,2016,Republican
SANTORUM,"ladies and gentlemen, america is frustrated and angry and looking for someone who's a fighter, but i also think they're looking for someone who's a winner. somebody who can go out there and take on the establishment and make a difference. and take on someone who's going to be the person who's going to be between a republican holding the presidency and that's hillary clinton. and there's one person on this stage, one person in the race who's done it and done it repeatedly. i've taken on hillary clinton on the issues you care about. partial-birth abortion. go and google rick and hillary clinton and there you'll see a five-minute debate. i'll let you decide who won the debate. i'll tell you who won, because we passed the bill and i know i'm out of time but i'm going to take some of rand paul's time here for a second. [applause] if you're looking for someone who fought hillary clinton on iran's sanctions, she was one of four who voted — who's deciding vote who voted against iran's sanctions, so we didn't get it in place as earlier as we should have. i've fought battles against her. in 1994, i ran against the clinton machine. james carville and paul begala, ran the race against me when i took on the author of hillary care. and each one of those battles, i won. you want a fighter, you want a winner, i'd appreciate your vote. thank you. [applause]",1/14/2016,1,2016,Republican
SMITH,"thank you, senator santorum. governor mike huckabee.",1/14/2016,0,2016,Republican
HUCKABEE,"well, rick, i'm pretty sure i did also fight the clinton machine because every election i was ever in in arkansas, i assure you, they were behind it, helping finance and campaign for every opponent. and i share with you the understanding that it's going to be a tough battle. but i spent the first half of my adult life in the private and nonprofit sector, raising a family, understanding how tough it is for people to make it. and that first half of my life is what led me to believe that america needs a different kind of leadership, not people who spent their whole life running from one office to the next, and living off the government dime. and i got involved because i got sick of what i saw. i also believe that there's got to be some leadership that not only addresses the monetary and military issues of this country, but the moral issues of this country. at the end of every political speech, most of us say, god bless america. but how can he do that when we continue to slaughter 4,000 babies a day? [applause] and i want to be the president that treats every person, including the unborn, as a person. and protect them under the 5th and 14th amendments of the constitution. i close with this word from a gentleman in east texas named butel lucre. he's 100 years old and i met him down in east texas. and he said this to me. ""i sure wish, mike, we had the days when the ten commandments were in all of our capitals and in every school, and we prayed again. you know, he may be 100 years old, but i believe some of those old ideas to get this country back where we unapologetically get on our knees before we get on our feet might be the best solutions we've ever sought as a country. [applause] and i ask for your support and your vote. thank you. [applause]",1/14/2016,1,2016,Republican
SMITH,"thank you, governor.",1/14/2016,0,2016,Republican
REGAN,carly fiorina?,1/14/2016,0,2016,Republican
FIORINA,"my husband frank, that i mentioned, i love spending time with. he's down there. he was real excited the other day because in new hampshire, he was introduced as my eye candy. [laughter] you know, everybody out there watching knows this. you cannot wait to see the debate between me and hillary clinton. you would pay to see that fight. [applause] and that's because you know i will win. and that's important. we've got to start by beating hillary clinton. all of my life, i have been told to sit down and be quiet. settle. settle. don't challenge the system. that's what the american people are being told now and we have been told that for way too long — sit down and be quiet about our god, about our guns, about the abortion industry, settle for illegal immigration that's been a problem for decades, as so many of our problems have festered for decades. accept a system of government and politics that no longer works for us. i will not sit down and be quiet. and neither will you. so i ask you to stand with me, fight with me, vote for me, citizens. it is time to take our future back, time to take our politics back. it is time to take our government back. citizens, it is time. we must take our country back. [applause]",1/14/2016,1,2016,Republican
REGAN,"thank you to all the candidates. [crosstalk] that does it, everyone for the first debate right here in north charleston.",1/14/2016,0,2016,Republican
BLITZER,"i'd now like to ask the candidates to please take your places while i tell you a little bit more about how tonight's debate will work. as the moderator, i'll guide the discussion asking questions and follow-ups, as will dana bash and hugh hewitt. candidates, i'll try to make sure each of you gets your fair share of questions. you'll have a minutes and 15 seconds to answer and 30 seconds for follow-ups and rebuttals. i'll give you time to respond if you're singled out for criticism. we have timing lights that are visible to the candidates, those lights will warn you when your time is up. and as the candidates requested, a bell will sound like this. [bell rings] we know you're all eager to jump in and debate these important issues, but please wait until you're called on. now that everyone is this place, it's time for the candidates to introduce themselves to our audience. you'll each have one minute. senator graham, you're first.",12/15/2015,0,2016,Republican
GRAHAM,"thank you very much. i just returned from iraq two weeks ago. it was my 36th trip to iraq and afghanistan in the last decade. toward the end, i met a very impressive special forces sergeant. it was his job to train iraqi kurdish commandos. he was so proud of what he was doing and so proud of the people he was training. he was the replacement for master sergeant wheeler, a delta force member who was killed two months ago in a raid against an isil prison to free prisoners. as i departed, i told this young man, stay safe. he replied, sir, i will do my best to stay safe, but i came here to win. as commander-in-chief, i will do everything in my power to make sure that he can win. as president, we will win. [applause]",12/15/2015,1,2016,Republican
BLITZER,governor pataki.,12/15/2015,0,2016,Republican
PATAKI,"thank you, wolf. i want to speak to you this evening not as a republican or a presidential candidate, but as an american. as we saw today in l.a., we are at a crisis in our country. radical islam poses a threat to our safety not just overseas, but literally in every community in america. and yet at a time when we should be united, we have a president who has divided us, who refuses to call radical islam what it is, let alone have a coherent strategy to defeat it. the leading democrat, hillary clinton, won't call isis by its name, failed as secretary of state, and has continually lied to the american people. on the other hand, the leading republican candidate, donald trump, continually demonizes and demeans millions of americans, and when confronted about it, laughs it off. neither is fit to be president of the united states. our party, as republicans, needs to nominate a strong leader who will unite us as republicans, but more importantly, unite us as americans, committed to destroying and defeating radical islam, restoring our confidence in our safety right here, and our belief in freedom, and that the best of america is ahead of us. thank you very much. [applause]",12/15/2015,1,2016,Republican
BLITZER,senator santorum.,12/15/2015,0,2016,Republican
SANTORUM,"thank you, wolf. it's great to be here in las vegas. and i just want to thank everybody for the opportunity to be here. this is an important time in our country's history. we have entered world war iii. world war iii has begun and we have a leader who refuses to identify it and be truthful to the american people to the stakes that are involved, in part, because his policies have led us here. his policy toward iran lit the fuse of a nuclear iran. just a few weeks ago the international atomic agency reported that iran has had a nuclear program, but they don't know if it's continuing because they refuse to share any information about the current status. and this president marches on, forgiving them hundreds of billions of dollars to allow them to not just reconstitute their robust nuclear program, pursue their missile program, but also to foment terror around the world. and then his policies in the middle east with iraq create isis. ladies and gentlemen, we need a president who will be honest with you and identify these problems and defeat them. i hope you will give me the chance to do that. thank you.",12/15/2015,1,2016,Republican
BLITZER,governor huckabee.,12/15/2015,0,2016,Republican
HUCKABEE,"wolf, i want to say thanks to you and cnn for giving us the opportunity especially to focus on national security issues at a time when americans are not only angry — angry at their government that they feel like has failed them, been indifferent to them, cost them their livelihoods — but they're in addition to angry, they're just plain scared. they're scared when they thing that they go to a christmas party and get shot at by somebody who sat and had lunch with them an hour earlier. they're scared when they realize that our government, who promises that it can vet people and is begging us to approve bringing 10,000 syrian refugees into this country, can't even catch somebody after a third background check, who had posted things on social media clearly indicating she wanted to kill americans. and we couldn't catch that. we've lost confidence in our government. and when americans lose confidence in their government, we're in a dangerous place. we're in danger because we have an enemy that is out to kill us, and we have a government that we don't trust any more. this election is about going back to having a government we can trust with leaders who have the courage and conviction to actually lead and not follow.",12/15/2015,1,2016,Republican
BLITZER,"let's begin. the united states just suffered the worst terrorist attack since 9-11, the murder of 14 people by two terrorists, one of whom was an american citizen. in response, republican frontrunner donald trump proposed a temporary ban on all muslims coming into the united states until the government can figure out what is going on. senator graham, the polls show most republicans do support mr. trump. what do you say to them?",12/15/2015,0,2016,Republican
GRAHAM,"you may think this makes us safe, but it doesn't. the good news for everybody in this room is, after 36 trips to iraq and afghanistan, most people over there, wolf, are not buying what isil's selling. this is a religious war between radical islam and the rest of the world. and there's only one way you're going to win this war. help people in islam who reject radical islam to fight over there and destroy this ideology. donald trump has done the one single thing you cannot do. declare war on islam itself. isil would be dancing in the streets, they just believe in dancing. this is a coup for them, and to all of our muslim friends throughout the world, like the king of jordan and the president of egypt, i am sorry. he does not represent us. if i am president, we will work together. people in the faith to all over the world destroy this radical ideology. declaring war on the religion only helps isil.",12/15/2015,1,2016,Republican
BLITZER,"senator graham, you say you'd rather lose the election without trump than try to win with him. does that mean you'll be voting for the democratic nominee if donald trump wins the presidential nomination?",12/15/2015,0,2016,Republican
GRAHAM,"i will support the republican nominee, whoever he or she may be. like bob dole, i may sleep late that day if it's trump. but the bottom line, if it's trump, so be it. that's who i'll support. please understand we're in a war that we can't afford to lose, and what he said about banning muslims coming here to america has made us all less safe, and it's the worst possible thing he could do in this war. he clearly doesn't understand this war and how to win it. for god's sakes, pick somebody who is worthy of the sacrifice of those who are fighting this war and who actually knows how to win, and i don't believe that's mr. trump, and i know it's not hillary clinton.",12/15/2015,1,2016,Republican
BLITZER,"governor pataki, you mentioned donald trump in your opening statement. you've also suggested mr. trump's plan is un-american and absurd. why?",12/15/2015,0,2016,Republican
PATAKI,"absolutely. it's one of many absurd things this president has said. to target a religion and say that regardless of whether you're an american soldier who has fought on our side or allies we have overseas, simply because of your religion we're going to ban you is un-american, it is unconstitutional and it is wrong. and by the way, wolf, now there was a group that tried to do that 150 to 160 years ago, they were called the know-nothing party. they wanted to ban catholics. they thought they were going to destroy america. well, donald trump is the know-nothing candidate of the 21st century and cannot be our nominee. by the way, though. i fault hillary and obama as well because by not distinguishing between muslims and radicalized jihadists, by refusing to acknowledge that it's radical muslim, radical islamists who are carrying out these attacks against america — they let americans who are confused and angry lump everyone together. we have to embrace the muslims who embrace our freedom and living and safety. we have to destroy those who embrace jihad and want to engage in violence against us here or abroad.",12/15/2015,1,2016,Republican
BLITZER,"senator santorum, you object to mr. trump's proposals on the grounds that it's unworkable. you've made religious liberty a hallmark of your career. do you believe in religious liberty for muslims as well as christians?",12/15/2015,0,2016,Republican
SANTORUM,"of course i do. but what donald trump was saying was nothing against muslims. his comment was against this administration who doesn't have a policy to properly vet people coming into this country. let's just be honest about what's — what's being talked about here. and i know people will pile on because it makes sense to pile on, maybe from the polls. but he brings up a legitimate issue. the fact of the matter is not all muslims are jihadists and no one, including i suspect, donald trump would say that. but the reality is, all jihadists are muslims. that's a reality. and we have — we have to stop worrying about offending some people and start defending all americans. because we're not right now.",12/15/2015,1,2016,Republican
BLITZER,senator graham.,12/15/2015,0,2016,Republican
GRAHAM,"rick, please understand the only way we're gonna win the war against radical islam is for the world to unite. very few fathers and mothers want to turn their daughters and sons over to isil. if you spend any time in the region, you'd know that. muslims have died by the thousands fighting this hateful ideology. you can say what you like, but when you utter the word i will ban all americans, all muslims from coming to america, how do you think the king of jordan must feel to hear that? he is our friend, he is our ally. this is not the way to make america safe. this is the way to help our enemies. stop this before it's too late.",12/15/2015,1,2016,Republican
BLITZER,senator santorum.,12/15/2015,0,2016,Republican
SANTORUM,"i would agree — i would agree that donald trump's proposal was not the right proposal. but he brings up a very important issue that i think we've been ignoring for far too long in this country. the reality is that, yes, we need to get reformist muslims to join us. we need to get those who are being persecuted and killed within the middle east to join us. but we also have to protect this country from those who want to harm us and we have to defeat those who are radicalized in the middle east and wherever we find them around the world.",12/15/2015,1,2016,Republican
BLITZER,"governor huckabee, you called mr. trump's plan to ban muslims impossible and unconstitutional. but what is your specific plan to prevent would-be jihadists from carrying out attacks against americans?",12/15/2015,0,2016,Republican
HUCKABEE,"well, let me begin by saying i'm not that afraid of donald trump. and, in the sense that i'd rather him be president than i had hillary be president any day. and so if he becomes president, i think he will do a whole lot more to protect us than hillary will. and a whole lot more than barack obama has done in his eight years. so i want to make it very clear that when i was making that comment, i was simply speaking that i'm not sure that you can have a religious test per se. and it's very impractical because if somebody comes to our borders and says i'd like to come in. they say are you a muslim? well, they're — if they're going to come in here to kill us, they're not gonna say yeah, and i'm coming to kill you. they're going to lie about it. anybody that will kill you, for god's sake, will lie to you. so that's why i say it's impractical. but what he has done, and i don't think a lot of people understand, he has touched a nerve because people are angry and afraid that we are facing an enemy that this administration refuses to acknowledge, refuses to want to go fight. and our only answer is to go after isis and to go after every form of radical islam where they are, take them down, so they never get here and do what they did in san bernardino again ever.",12/15/2015,1,2016,Republican
BLITZER,the terror attacks in paris and san bernardino have sparked a debate here in the united states about the balance between privacy and security. i want to bring in cnn's dana bash and hugh hewitt for more on this.,12/15/2015,0,2016,Republican
BASH,"senator santorum, you want to give the intelligence community more power to collect american's phone data. but the government had this ability until just days before the san bernardino attack. if it couldn't prevent san bernardino, why will it protect america?",12/15/2015,0,2016,Republican
SANTORUM,"just because it couldn't have prevented san bernardino doesn't mean that we shouldn't have all tools available to us that doesn't impinge upon people's privacy. this sort of data collection is not collecting people's phones calls, their voices; they're not collecting information that's personal. there's no names attached to these numbers. they're simply numbers and times and relationships that throughout algorithms that computer technology can be able to sort through relationship about what numbers are calling what numbers and be able to track those down to see if there's any leakage's between someone who's potentially a terrorist. that is to me just fundamental that we have to have this type of data to be able to not impinge upon people's privacy. in fact, i would make the argument that the more data we can collect that's anonymous that we can through, through using algorithms, the less we need to involve people in and imposing themselves in people's privacy.",12/15/2015,1,2016,Republican
BASH,"senator graham, when this program was exposed, you said, "" you have nothing to worry about if you're not talking to terrorist."" do you understand why though some americans are concerned that the government is keeping tabs on them in any way?",12/15/2015,0,2016,Republican
GRAHAM,"well, here's what i'm here to tell you, when i first started this process of running for president., i said, "" if you didn't realize we need more america boots on the ground in iraq and eventually in syria as a part of the regional army - not ready to be commander in chief."" like nobody said a word, now everybody's on board except senator paul. senator paul and senator cruz, are isolationists. they both want to restrict the ability of the nsa to do the following; find out if somebody overseas is calling into america and if somebody is on the other end of the phone, don't you want to know who their talking to? if a terrorist is calling into america and we can match up phone numbers we get a get a court order to find out what the content is. we're at war folks, they're not trying to steal your car, they're trying to kills us all. so yes, i would re-institute this program. there's four things you need to understand about this war, it's a religious war, them against the world, if you don't fight them over there, they're coming here. if you don't hit them first, they're going to hit us. if you're not determined to fight it as a ware, you're going to lose it. so if you're worried about somebody having your phone in the government, don't be. the only thing you need to worry about is if you're talking to terrorist and a judge gives an order to listen to what you're saying. that's all you need to worry about.",12/15/2015,1,2016,Republican
BASH,"thank you. governor huckabee, you said, ""not one terrorist plot has been foiled by the nsa's collection of american's phone records. the director of the cia says,. ""not having these programs makes it ability to find terrorists, quote, ""much more challenging."""" are you taking a potential tool to fight terrorists?",12/15/2015,0,2016,Republican
HUCKABEE,"no. i'm not taking it away, i just want to make sure that everything we use is going to be effective. we're spending billions of dollars, let's make sure it's effective. let's use every tool, but let's also check out the facebook posts, let's look at twitter accounts. my gosh, we were told we couldn't do it because it might invade somebody's privacy. this lady who came over here and shot up san bernardino was posting things on facebook, yet, we were restricted from looking. every college kid who goes to a frat party gets drunk and puts his picture on facebook is going to have a potential employer looking at that photo before he gets hired. why should we have more attention? i mean, for heaven's sake, towards some college kid who wants to one day ten years from to get a job, then we're going after who wants to come in with a semi automatic weapon or a pipe bomb and blow up a bunch of americans. this is what i think a lot of americans are frustrated with, it's the duplicity of our policy that is illogical and irrational. our goal ought to be, ""protect americans and put americans first not last,"" which is what i think this administration has done.",12/15/2015,1,2016,Republican
BASH,senator santorum?,12/15/2015,0,2016,Republican
SANTORUM,"look, i agree with governor huckabee, that we should in fact be looking at people's social media posts. that's just common sense. but we've defunded and tied the hands behind the backs of our intelligence agencies because of political correctness. we're not allowed to ask any questions or really pursue, whether there's any mosque that they're attending that could be spreading jihadism, and we know that in this country there are imams that are doing that. but we're not allowed to ask those questions, we're not allowed to pursue to those things because we have a president who denies the reality of the enemy we confront.",12/15/2015,1,2016,Republican
HEWITT,"wait, let's pursue that in fact governor pataki?",12/15/2015,0,2016,Republican
PATAKI,yes.,12/15/2015,1,2016,Republican
HEWITT,you called for following and finding those imams who are preaching violence in mosques. how exactly would you do that and what mosques would you shut down? how extensive of a surveillance program are you proposing?,12/15/2015,0,2016,Republican
PATAKI,"you know, i think it's very important that we do everything in our power to prevent radicalization of americans right here. and it is happening, not just overseas, but it's happening here from mosques on social media. and truth — interaction and community meetings. new york police department had a very active group, aggressively monitoring and using intelligence to — in certain muslim communities, consistent with our constitution, consistent of our civil rights, so they could have the intelligence as to where these sermons are being given, and who is being radicalized. and, they stopped and prevented dozens, and dozens of attacks in new york. you know, i'm a great believer in the first amendment, of freedom of speech. i wish we had more of it on our college campuses, but you can't shout fire in a crowded theater. calling on americans to engage in violence against their fellow americans in the name of jihad is crying fire in a crowded theater. it is not constitutionally protected speech, it should be shut down. and, by the way, the two murders who went to garland, texas to massacre many americans before the texas police officer courageously killed them, had been radicalized here. getting to that metadata question, one of those terrorists, the day before the attacks, had sent...[bell rings]...109 message to a known terrorist overseas. we could not read those messages, we can not read those today...",12/15/2015,1,2016,Republican
HEWITT,"...thank you, governor...",12/15/2015,0,2016,Republican
PATAKI,...we have got to do far better.,12/15/2015,1,2016,Republican
HEWITT,"governor huckabee... [applause] ...as governor pataki noted earlier, we have a history of religious intoleration in this country. about the american muslims who would be subject to this kind of surveillance, does it violate their first amendment rights?",12/15/2015,0,2016,Republican
HUCKABEE,"no, it does not violate their first amendment rights to have someone go and listen to the sermons. you can go to any church in america, it's a public place, you can listen, and — you know, if you go to my church, you'll probably get a real blessing. heck, it'll be a wonderful experience. you go to some people's church, you may go to sleep, i don't know what happens in every church, but, the point is that these are public places, and folks are invited to come. so, if it's a public place, and people are invited to come, how does it violate anybody's first amendment rights that somebody shows up because they might want to just listen in and see is there something that is a little nefarious? and, if there is, then you take the second step of getting a search warrant, you do whatever you have to do. that's all protected under the constitution. so, huge, i hear people act like there's something that is terrible about going and sitting in and listening to the sermons of a mosque. if islam is as wonderful, and peaceful as its adherents say, shouldn't they be begging us to all come in and listen to these peaceful sermons? shouldn't they be begging us all to come, and listen, and bring the fbi so we'd all want to convert to islam?",12/15/2015,1,2016,Republican
HEWITT,"senator santorum... [applause] ...i want to start then, not on the first amendment, but on the second amendment. there is a terror watchlist. you can legally purchase a gun in the united states if you're on that watchlist. your old colleague, peter king in the house, wants to change that law. do you agree with him?",12/15/2015,0,2016,Republican
SANTORUM,"i don't. i don't think we should be able to deny someone's constitutional rights based on a list kept by the government that nobody knows how they get on it, or how they get off of it. if you're going to make that list public, if you're going to put criteria out there as to how you're going to get on it, if you're going to deny someone's constitutional right, than i think there has to be more transparency. let's just be honest, when someone applies for a gun, you do a background check. and, if you're on the terrorist watch list, guess what very well may happen? you may get denied that. that's a discretion of the people — of the atf in making that kind of decision. i want to leave that discretion — as long as this list is not well known, as long as it's not transparent, we have to leave that discretion. i want to make a comment about what mike said, and george said, about mus — islam. the fact of the matter is, islam is different. i know this is going to come as a shock to a lot of people, and i mean the sincerely. islam is not just a religion. it is also a political governing structure. the fact of the matter is, islam is a religion, but it is also sharia law, it is also a civil government, it is also a form of government. and, so, the idea that that is protected under the first amendment is wrong. and, in fact, that political structure is what is the big problem. the imposition of sharia law adherence to fundamental islam as it was practiced in the seventh century...",12/15/2015,1,2016,Republican
HEWITT,governor...,12/15/2015,0,2016,Republican
SANTORUM,...there has to be a line drawn.,12/15/2015,1,2016,Republican
HEWITT,"governor, back to you. your response? [applause]",12/15/2015,0,2016,Republican
HUCKABEE,"i don't disagree. i don't disagree with anything that the senator just said because that's exactly right. but, i just want to go back to the point that when people say we can't go into the mosque, we can't listen. that's utter nonsense. of course we can. and, if we can't, if there's something so secretive going on in there that somebody isn't allowed to go and hear it, maybe we do need for sure to send somebody in there and gather the intelligence. and, that's all to the world i'm saying, i think it stands to be true.",12/15/2015,1,2016,Republican
GRAHAM,can i say something?,12/15/2015,1,2016,Republican
HEWITT,"senator graham, are you trying to get in?",12/15/2015,0,2016,Republican
GRAHAM,"yeah. there are at least 3,500 american muslims serving in the armed forces. thank you for your service. [applause] you are not the enemy. your religion is not the enemy. let me make this real to you. i was at the second presidential election in afghanistan. the guy guarding me was an american muslim sergeant in the army who grew up in kabul, left when he was — graduated high school, joined the u.s. army, went back to his high school where they were doing polling, people voting, he took me there and cried like a baby. i cried like a baby. he is the solution to this problem, folks. he is not the problem. leave the faith alone. go after the radicals that kill us all. [applause]",12/15/2015,1,2016,Republican
BLITZER,governor pataki.,12/15/2015,0,2016,Republican
PATAKI,"yes, wolf.",12/15/2015,1,2016,Republican
BLITZER,"there are a lot of people who have been frustrated, especially senator graham, that law enforcement can't tap into information on terrorist cell phones. senator graham has called on companies in silicon valley to change their business models. as president of the united states, would you force these companies to change their models so the government can better monitor the traffic on these cell phones?",12/15/2015,0,2016,Republican
PATAKI,"i would pass a law requiring them to do that. let me just give you one example. i mentioned in garland, texas, where that murderer, that terrorist, the day before sent 109 messages overseas to a known terrorist. but they were encrypted. so to this date we don't know what that said. companies are entitled to encrypt and protect their knowledge and their intelligence. but what we need is a back door for law enforcement to be able, when they can establish that that communication poses a risk to our safety and engages in terrorism, to get a court order and go in and access those communications. allow the companies to continue encryption, provide an entry way for law enforcement when they can prove to a court that there is a sufficient risk of an attack upon us that they have the right to look at those messages.",12/15/2015,1,2016,Republican
BLITZER,senator graham?,12/15/2015,0,2016,Republican
PATAKI,"and just one more thing, wolf. when that murderer came from pakistan to san bernardino and committed those atrocious crimes just a few weeks ago, she applied for a visa. she had posted on social media jihadist messages. because this administration is so politically correct, they have a rule that they cannot look at social media postings of people applying to come to the united states. that is utterly absurd. one of the things we must do, the next president must do is get rid of that law and make sure we do everything in our power to find out if someone poses a threat to our existence here. [applause]",12/15/2015,1,2016,Republican
BLITZER,senator graham.,12/15/2015,0,2016,Republican
GRAHAM,"thank you. this is why i own a flip phone. you don't have to worry about all of this stuff. [laughter] the bottom line is, we're at war. they're trying to come here to kill us all and it's up to the government to protect you within constitutional means. any system that would allow a terrorist to communicate with somebody in our country and we can't find out what they're saying is stupid. if i'm president of the united states, and you join isil, you are going to get killed or captured. and the last thing you are going to hear if i'm president is, you've got a right to remain silent. [laughter]",12/15/2015,1,2016,Republican
BLITZER,"here is a question we have on the fight against isis from facebook. listen to this. [begin video] hannah debella, college student: i'm hannah debella. and i go to the university of florida. people say that we're fighting an ideological war with isis. if you're president, how would you defeat them both militarily and ideologically, as well? [end video] governor huckabee, how would you defeat isis ideologically?",12/15/2015,0,2016,Republican
HUCKABEE,"the way we defeat them ideologically is that we remind people that what their intent is is to kill us, and that it is our intent to use every means possible to get to them before they get to us. we are pretending that this is a war that is not that significant. we have a president who called it the jv team, said we had contained it. nine hours after he said we contained it, there was a massacre in paris. we've got to make it so untenable for somebody to join isis. rather than making it so that teenagers from around the world want to go and be to be a part of this, we need to go after it with significant ground troops, air campaign. the president boasted we had 9,000 flown sorties, air missions over 18 months. what he failed to tell the american people, we were flying 3,000 air missions per day during desert storm. and the rules of engagement have got to be loosened, because we have to make sure that we are not just going over and setting off some fireworks. we have to kill some terrorists and kill every one of them we can to make it very clear that to take action or threaten action against the united states, and you've just signed your death warrant. we're coming to get you. and you won't be coming to our shores. you're going to be going to your funeral. that's what we need to do to begin to defeat it ideologically.",12/15/2015,1,2016,Republican
BLITZER,"senator graham, you have an aggressive military plan to try to defeat isis. the u.s. citizen who killed 14 people in san bernardino was radicalized right here in the united states. as president, how would you defeat isis online?",12/15/2015,0,2016,Republican
GRAHAM,"well, what you want to do is you want to knock them off line. how about this idea? if you pledge allegiance to al-baghdadi, you can't get married in america? the bottom line is you have to go after them everywhere. the key to winning this war is to provide the capacity to those in the faith who reject the ideology. the key to fighting this war is to fight it in their backyard, not ours. two years ago i came up with a plan that requires more american boots on the ground in iraq. the first thing out of my mouth running for president was, if you don't understand we need 10,000 troops in iraq, rather than 3,500, you're not ready. what would i do in syria? i'd form a regional army of arabs and turkey. ninety percent them, 10 percent us. up to 10,000 u.s. forces to go in on the ground and destroy the caliphate and its roots. take raqqah away from isil, kill every one of these bastards we could find. then i would stay. i would hold the hands of those who are willing to live in peace with us. i would build small school houses in remote regions of the world to give a young woman a voice about her children, something that will end radical islam more than the bomb. i'm all in. whatever it takes, as long as it takes. to the isolationists in our party, you're no better than obama. if you want to win this war, follow me. i am seeking victory, folks, not containment.",12/15/2015,1,2016,Republican
BLITZER,"senator santorum, following up on what we just heard from senator graham, at least one u.s. intelligence report from the white house has concluded that, in order to defeat isis and to stop its spread worldwide, you have to defeat it on the battlefield. you've called for more u.s. troops in iraq, but you say that sending u.s. troops into syria would be a mistake. how do you defeat isis with no u.s. ground troops in the country where isis is headquartered.",12/15/2015,0,2016,Republican
SANTORUM,"well, there's all sorts of theological reasons why we may not want to go into syria right now to take isis. but let me set that aside for a moment and say this. isis is a caliphate. they've established a caliphate, the first sunni caliphate since 1924, when ataturk disbanded the ottoman empire. they've established a caliphate and, under islamic law, good muslims who see them as a legitimate caliphate are required to follow them. that's why we have people in this country who see them as a legitimate caliphate, which is the leader of the sunni muslim world, they are required under their law to follow them. how do we defeat their caliphate? well, it's very clear in islamic law how you do so. you take their land. you have to take land back from the caliphate and in the islamic world that delegitimizes, that delegitimizes the caliphate. it makes the caliphate unsuccessful. therefore not blessed by allah. therefore, you should not follow it. we need to take back the land in iraq and we need to use sunni, not shiites, not iranian troops, not shiite iraqis, but sunni muslims in iraq and the kurds, the peshmerga, and take back iraqi land. i believe if we did that, you would see isis begin to collapse. and then we can look at other ways in which we're going to deal with it. i have great hesitancy, based on isis' desire to draw us into syria, and a particular town in syria, for their own, again, apocalyptic version, to go in with ground troops in syria at this point.",12/15/2015,1,2016,Republican
BLITZER,"senator graham, you're shaking your head.",12/15/2015,0,2016,Republican
GRAHAM,"yeh, it's just you're not going to win that way, rick. there's nobody left in syria to train. between the russians and assad, they have killed all the people we trained, and our president sat on the sidelines and watched people get killed that we enticed into the fight. there is nobody left to train. i would get the arabs who are threatened by isil just as much as we are, along with turkey. we would use their armies. they have modern armies. ninety percent them. but some of us have to go, folks. you're not going to keep the war from here if some of us don't go over there. ninety percent them, 10 percent us, and we go in and destroy the caliphate. there must be american boots on the ground in syria to win. if you don't understand that, you're not ready to be commander in chief.",12/15/2015,1,2016,Republican
SANTORUM,"i would have no problem with sy — with boots on the ground in syria in a training capacity. i do not want american troops on the front line in syria because i don't believe that that would serve to the interest. again, understanding what isis is preaching. you have to learn what they're telling their people. they want to draw the united states, they want to draw the great satan into syria, into a particular town in syria, because it, it's consistent with their theology. and you say, well, this sounds like gobbledy gook. it's what they believe. and if we don't take seriously what they believe and how they're able to attract people, then we're going to make mistakes like invading syria with a ground force and bringing them into the battle that they so deeply deserve and desire.",12/15/2015,1,2016,Republican
BLITZER,"i'm going to bring governor pataki in a minute, but go ahead and respond, senator graham.",12/15/2015,0,2016,Republican
